identity_number;first_name;last_name;birthday;;
26373;Vratko;Babka;987-09-01 00:00:00.000000;;
26374;Helena;Dudová;1993-02-16 00:00:00.000000;;
26375;Radoslav;Pavel;994-06-06 00:00:00.000000;;
26376;Filoména;Koubová;1994-07-19 00:00:00.000000;;
26377;Želmíra;Andrášiková;1960-04-30 00:00:00.000000;;
26378;Erik;Kozák;970-09-04 00:00:00.000000;;
26379;Alica;Debnárová;963-07-08 00:00:00.000000;;
26380;Mikuláš;Beňuška;1994-05-29 00:00:00.000000;;
26381;Monika;Balogová;962-09-09 00:00:00.000000;;
26382;Gertrúda;Valachová;1970-06-12 00:00:00.000000;;
26383;Hubert;Smrek;973-01-04 00:00:00.000000;;
26384;Marcela;Labudová;975-08-09 00:00:00.000000;;
26385;Dezider;Orlík;961-03-06 00:00:00.000000;;
26386;Miloslav;Zubrík;1993-05-12 00:00:00.000000;;
26387;Blažena;Baňová;998-11-03 00:00:00.000000;;
26388;Matúš;Kuffa;1980-12-17 00:00:00.000000;;
26389;Sabína;Kurucová;1977-10-11 00:00:00.000000;;
26390;Erika;Tomeková;1963-11-13 00:00:00.000000;;
26391;Jaromír;Cigáň;1959-07-19 00:00:00.000000;;
26392;Oleg;Hric;1987-08-20 00:00:00.000000;;
26393;Teodor;Lupták;1971-07-12 00:00:00.000000;;
26394;Nataša;Macková;989-11-08 00:00:00.000000;;
26395;Blahoslav;Baran;1986-06-17 00:00:00.000000;;
26396;Zuzana;Žigmundová;1995-12-19 00:00:00.000000;;
26397;Vavrinec;Hanusek;1995-09-26 00:00:00.000000;;
26398;Karol;Mlynárik;1968-04-16 00:00:00.000000;;
26399;Sabína;Jalovecová;1959-03-29 00:00:00.000000;;
26400;Regina;Raková;1999-01-26 00:00:00.000000;;
26401;Magdaléna;Valachová;1964-09-25 00:00:00.000000;;
26402;Milan;Lupták;1996-02-20 00:00:00.000000;;
26403;Dobromila;Pavlíčeková;1974-08-26 00:00:00.000000;;
26404;Mojmír;Bilko;963-05-07 00:00:00.000000;;
26405;Drahomír;Kocúr;1977-09-18 00:00:00.000000;;
26406;Dana;Adamecová;1992-04-22 00:00:00.000000;;
26407;Brigita;Muchová;1972-04-20 00:00:00.000000;;
26408;Koloman;Šťastný;1965-04-20 00:00:00.000000;;
26409;Adam;Plekanec;1976-01-18 00:00:00.000000;;
26410;Jakub;Čierny;1959-01-17 00:00:00.000000;;
26411;Félix;Kubko;1961-10-13 00:00:00.000000;;
26412;Stätopluk;Bezák;1969-07-29 00:00:00.000000;;
26413;Bronislava;Tupá;1992-06-29 00:00:00.000000;;
26414;Adela;Gregorová;1975-01-30 00:00:00.000000;;
26415;Dobromila;Bednáriková;1979-03-28 00:00:00.000000;;
26416;Hilda;Čapkovičová;1980-11-23 00:00:00.000000;;
26417;Lujza;Černíková;979-11-01 00:00:00.000000;;
26418;Izidor;Konrád;992-12-04 00:00:00.000000;;
26419;Vladimír;Vašek;962-12-01 00:00:00.000000;;
26420;Erika;Chudíková;1959-04-22 00:00:00.000000;;
26421;Jozefína;Záborská;1988-05-18 00:00:00.000000;;
26422;Rozália;Jurčová;985-07-03 00:00:00.000000;;
26423;Kamil;Gregor;1960-11-11 00:00:00.000000;;
26424;Agnesa;Murgašová;1995-03-26 00:00:00.000000;;
26425;Oľga;Dančáková;1991-10-23 00:00:00.000000;;
26426;Dušana;Machová;1962-10-17 00:00:00.000000;;
26427;Evana;Markovičová;967-09-09 00:00:00.000000;;
26428;Daniel;Lisický;975-05-06 00:00:00.000000;;
26429;Júlia;Antalová;995-09-07 00:00:00.000000;;
26430;Erik;Janák;983-05-02 00:00:00.000000;;
26431;Karina;Vlková;1995-11-19 00:00:00.000000;;
26432;Dorota;Palková;993-02-09 00:00:00.000000;;
26433;Severín;Ďurkovič;1994-12-13 00:00:00.000000;;
26434;Berta;Grznárová;990-02-09 00:00:00.000000;;
26435;Patrik;Gašparovič;1960-06-19 00:00:00.000000;;
26436;Ingrida;Šoltésová;1995-05-16 00:00:00.000000;;
26437;Vavrinec;Fabian;1959-12-20 00:00:00.000000;;
26438;Igor;Labuda;1986-06-21 00:00:00.000000;;
26439;Karistína;Maďaičová;1970-01-10 00:00:00.000000;;
26440;Milada;Farkašovská;1983-12-23 00:00:00.000000;;
26441;Svetlana;Droppová;1990-07-26 00:00:00.000000;;
26442;Vavrinec;Ťažký;973-07-04 00:00:00.000000;;
26443;Rudolf;Tupý;1993-11-27 00:00:00.000000;;
26444;Nadežda;Arpášová;1979-06-24 00:00:00.000000;;
26445;Demeter;Ihnačák;1981-09-23 00:00:00.000000;;
26446;Zoja;Ihnačáková;1994-12-29 00:00:00.000000;;
26447;Aleš;Tomek;1966-12-17 00:00:00.000000;;
26448;Ján;Borek;988-04-05 00:00:00.000000;;
26449;Edita;Červeňová;1976-10-13 00:00:00.000000;;
26450;Milica;Kubecová;1966-03-21 00:00:00.000000;;
26451;Július;Menšík;1971-11-23 00:00:00.000000;;
26452;Hortenzia;Kiseľová;989-06-01 00:00:00.000000;;
26453;Regina;Pavlíčeková;1996-04-23 00:00:00.000000;;
26454;Vilma;Jakubecová;997-05-06 00:00:00.000000;;
26455;Štefan;Borič;998-01-05 00:00:00.000000;;
26456;Milan;Hrušovský;1994-10-16 00:00:00.000000;;
26457;Branislav;Miklík;1992-12-15 00:00:00.000000;;
26458;Ľuboš;Árpás;997-10-08 00:00:00.000000;;
26459;Boleslav;Kozák;1982-05-28 00:00:00.000000;;
26460;Ingrida;Šťastná;1968-04-10 00:00:00.000000;;
26461;Bohuslav;Martinec;964-02-04 00:00:00.000000;;
26462;Ignác;Maďar;1979-04-13 00:00:00.000000;;
26463;Tibor;Kocúr;1962-07-22 00:00:00.000000;;
26464;Bohumila;Kocianová;1993-10-31 00:00:00.000000;;
26465;Zoltán;Hablák;1971-10-28 00:00:00.000000;;
26466;Ervín;Ondrušek;1996-02-12 00:00:00.000000;;
26467;Félix;Bella;1980-10-15 00:00:00.000000;;
26468;Stela;Ďurkovičová;1999-05-18 00:00:00.000000;;
26469;Blanka;Miklíková;1977-02-19 00:00:00.000000;;
26470;Anastázia;Beňušová;1977-11-12 00:00:00.000000;;
26471;Beňadik;Adam;1982-04-22 00:00:00.000000;;
26472;Hubert;Čierny;1991-04-19 00:00:00.000000;;
26473;Belo;Ťapák;988-10-08 00:00:00.000000;;
26474;Zlatica;Zubeková;1977-06-26 00:00:00.000000;;
26475;Emanuel;Kuffa;967-10-02 00:00:00.000000;;
26476;Alan;Ivák;1980-02-12 00:00:00.000000;;
26477;Uršuľa;Kolníková;1994-12-11 00:00:00.000000;;
26478;Aleš;Lesný;976-02-08 00:00:00.000000;;
26479;Branislav;Palkovič;1966-05-15 00:00:00.000000;;
26480;Žigmund;Dudek;970-02-08 00:00:00.000000;;
26481;Olympia;Halušková;1981-06-23 00:00:00.000000;;
26482;Slavomír;Slašťan;969-06-07 00:00:00.000000;;
26483;Ctibor;Marcinko;979-07-04 00:00:00.000000;;
26484;Mojmír;Ondruš;966-05-05 00:00:00.000000;;
26485;Móric;Novák;1981-12-13 00:00:00.000000;;
26486;Ľuboslava;Baranková;1989-07-13 00:00:00.000000;;
26487;Lea;Zajacová;961-09-06 00:00:00.000000;;
26488;Bohuš;Andráš;987-09-09 00:00:00.000000;;
26489;Linda;Kazíková;1962-03-26 00:00:00.000000;;
26490;Richard;Konrád;1977-09-20 00:00:00.000000;;
26491;Vojtech;Toman;982-10-04 00:00:00.000000;;
26492;Leonard;Beňo;1979-09-21 00:00:00.000000;;
26493;Erik;Bartovič;1969-11-16 00:00:00.000000;;
26494;Zita;Muchová;1977-01-22 00:00:00.000000;;
26495;Beňadik;Plavec;1991-11-23 00:00:00.000000;;
26496;Etela;Arpášová;1993-04-22 00:00:00.000000;;
26497;Vendelín;Maslo;1992-07-30 00:00:00.000000;;
26498;Arnold;Čapkovič;1978-07-15 00:00:00.000000;;
26499;Vladimír;Kiseľ;1971-03-30 00:00:00.000000;;
26500;Ľuboš;Timko;1983-02-25 00:00:00.000000;;
26501;Ľudomila;Šťastná;1993-04-25 00:00:00.000000;;
26502;Žigmund;Mikuš;1979-01-10 00:00:00.000000;;
26503;Vít;Murgaš;995-12-06 00:00:00.000000;;
26504;Bartolomej;Murín;1980-02-14 00:00:00.000000;;
26505;Bohdan;Dekýš;1968-11-13 00:00:00.000000;;
26506;Zita;Hanuseková;1976-12-16 00:00:00.000000;;
26507;Mária;Bobulová;996-07-03 00:00:00.000000;;
26508;Vieroslava;Tatarková;970-06-09 00:00:00.000000;;
26509;Július;Hlaváč;966-04-03 00:00:00.000000;;
26510;Stätopluk;Mak;1984-11-12 00:00:00.000000;;
26511;Fratiška;Husáková;1994-08-31 00:00:00.000000;;
26512;Zlatica;Durdíková;1966-08-20 00:00:00.000000;;
26513;Dalibor;Jánoš;1968-08-11 00:00:00.000000;;
26514;Ondrej;Rusnák;1959-08-27 00:00:00.000000;;
26515;Gizela;Hladná;1983-01-23 00:00:00.000000;;
26516;Edmund;Chovanec;1975-07-25 00:00:00.000000;;
26517;Vasil;Timko;970-11-07 00:00:00.000000;;
26518;Veronika;Chovanová;969-08-08 00:00:00.000000;;
26519;Dana;Hubová;1965-04-25 00:00:00.000000;;
26520;Marcela;Timková;1987-04-16 00:00:00.000000;;
26521;Nadežda;Kurucová;1991-06-19 00:00:00.000000;;
26522;Alexander;Dubovský;992-05-08 00:00:00.000000;;
26523;René;Bernard;987-05-07 00:00:00.000000;;
26524;Sabína;Ondrášeková;1984-02-28 00:00:00.000000;;
26525;Vladimíra;Finková;1986-12-30 00:00:00.000000;;
26526;Frederik;Klimo;981-08-02 00:00:00.000000;;
26527;Denis;Kuna;959-11-08 00:00:00.000000;;
26528;Nikola;Jantošovičová;1972-05-12 00:00:00.000000;;
26529;Klaudia;Bukovská;1985-10-20 00:00:00.000000;;
26530;Valér;Tupý;1960-05-31 00:00:00.000000;;
26531;Dana;Feldeková;1984-01-26 00:00:00.000000;;
26532;Svetozár;Hlaváč;1960-07-16 00:00:00.000000;;
26533;Amália;Jurášová;1972-03-30 00:00:00.000000;;
26534;Milena;Boreková;1986-08-25 00:00:00.000000;;
26535;Alexander;Beňo;1978-04-17 00:00:00.000000;;
26536;Lesana;Puškárová;1989-02-15 00:00:00.000000;;
26537;Elena;Beihofnerová;1998-07-15 00:00:00.000000;;
26538;Klaudia;Ďurkovičová;1990-01-13 00:00:00.000000;;
26539;Vít;Hlinka;1959-08-17 00:00:00.000000;;
26540;Zoltán;Kráľ;967-01-03 00:00:00.000000;;
26541;Soňa;Jurinová;1960-05-30 00:00:00.000000;;
26542;Adriána;Balogová;1997-05-13 00:00:00.000000;;
26543;Kristián;Baša;1987-09-13 00:00:00.000000;;
26544;Milada;Gregorová;1984-05-28 00:00:00.000000;;
26545;Sergej;Novotný;1987-11-29 00:00:00.000000;;
26546;Levoslav;Haluška;1964-05-15 00:00:00.000000;;
26547;Ružena;Hudáčeková;1995-09-10 00:00:00.000000;;
26548;Dobromila;Menšíková;1991-07-29 00:00:00.000000;;
26549;Dušana;Fabušová;1979-11-19 00:00:00.000000;;
26550;Henrich;Baňa;1974-03-26 00:00:00.000000;;
26551;Maroš;Cyprich;1996-05-19 00:00:00.000000;;
26552;Ida;Kubíková;1987-08-17 00:00:00.000000;;
26553;Vojtech;Vašek;971-06-05 00:00:00.000000;;
26554;Július;Mucha;1978-02-17 00:00:00.000000;;
26555;Oľga;Dorková;1997-06-12 00:00:00.000000;;
26556;Silvia;Kubíková;1970-08-11 00:00:00.000000;;
26557;Dagmara;Vlachová;969-05-02 00:00:00.000000;;
26558;Cyprián;Slašťan;994-11-09 00:00:00.000000;;
26559;Helena;Havranová;999-07-05 00:00:00.000000;;
26560;Félix;Baláž;986-02-02 00:00:00.000000;;
26561;Zoltán;Danko;1969-08-14 00:00:00.000000;;
26562;Ľuboslava;Pavlíčeková;1972-06-25 00:00:00.000000;;
26563;Ľubica;Zubríková;1975-10-15 00:00:00.000000;;
26564;Belo;Dudek;1961-03-31 00:00:00.000000;;
26565;Ladislav;Mráz;1979-08-20 00:00:00.000000;;
26566;Zita;Starostová;1994-07-22 00:00:00.000000;;
26567;Denis;Hraško;1999-07-20 00:00:00.000000;;
26568;Zdenko;Devečka;990-02-07 00:00:00.000000;;
26569;Tichomír;Capko;1989-11-18 00:00:00.000000;;
26570;Xénia;Murgašová;1987-10-14 00:00:00.000000;;
26571;Móric;Ondrejka;1982-09-17 00:00:00.000000;;
26572;Pravoslav;Lajčák;1960-08-10 00:00:00.000000;;
26573;Justína;Biceková;1963-06-28 00:00:00.000000;;
26574;Zlatko;Loj;1961-12-18 00:00:00.000000;;
26575;Fridrich;Murgaš;1979-03-11 00:00:00.000000;;
26576;Dagmara;Ihnačáková;1983-01-18 00:00:00.000000;;
26577;Bernard;Štefánik;1975-07-25 00:00:00.000000;;
26578;Vlastislav;Balaša;1966-04-15 00:00:00.000000;;
26579;Benjamín;Lisický;1981-03-27 00:00:00.000000;;
26580;Sofia;Fabušová;1991-01-26 00:00:00.000000;;
26581;Ema;Cesnaková;967-01-04 00:00:00.000000;;
26582;Juliana;Borovská;1990-04-18 00:00:00.000000;;
26583;Ľudomil;Sklár;1975-02-17 00:00:00.000000;;
26584;Samuel;Havránek;1984-12-13 00:00:00.000000;;
26585;Fratiška;Kotuličová;1968-07-21 00:00:00.000000;;
26586;Izidor;Čierny;967-08-09 00:00:00.000000;;
26587;Monika;Antalová;1978-03-31 00:00:00.000000;;
26588;Magdaléna;Hagarová;1992-11-10 00:00:00.000000;;
26589;Marcel;Mikuš;1997-07-23 00:00:00.000000;;
26590;Ladislav;Jadľovský;1989-08-28 00:00:00.000000;;
26591;Arpád;Beňuška;994-05-08 00:00:00.000000;;
26592;Zoja;Blahová;992-03-07 00:00:00.000000;;
26593;Žigmund;Paška;973-07-02 00:00:00.000000;;
26594;Fedor;Lupták;1966-12-19 00:00:00.000000;;
26595;Ema;Maďarová;1972-12-28 00:00:00.000000;;
26596;Lýdia;Augustová;960-03-03 00:00:00.000000;;
26597;Vížazoslav;Bernolák;966-01-02 00:00:00.000000;;
26598;Leopold;Baran;1975-04-27 00:00:00.000000;;
26599;Dáša;Klimová;1985-09-23 00:00:00.000000;;
26600;Irma;Lukáčová;1983-12-16 00:00:00.000000;;
26601;Liana;Murgašová;1998-07-13 00:00:00.000000;;
26602;Irena;Slotová;1975-03-25 00:00:00.000000;;
26603;Ľuboslava;Červeňová;1976-01-19 00:00:00.000000;;
26604;Ľuboš;Murín;991-11-05 00:00:00.000000;;
26605;Jerguš;Gašparovič;984-03-08 00:00:00.000000;;
26606;Urban;Puška;993-02-01 00:00:00.000000;;
26607;Danica;Bašeková;1995-11-20 00:00:00.000000;;
26608;Vilma;Bórová;1959-03-30 00:00:00.000000;;
26609;Václav;Hagara;1988-11-25 00:00:00.000000;;
26610;Tomáš;Antal;1970-01-11 00:00:00.000000;;
26611;Edmund;Bílek;1960-04-18 00:00:00.000000;;
26612;Terézia;Vlhová;1995-08-19 00:00:00.000000;;
26613;Slávka;Stravová;1973-01-30 00:00:00.000000;;
26614;Tamara;Krotáková;1969-01-29 00:00:00.000000;;
26615;Bohumila;Dudeková;1964-12-11 00:00:00.000000;;
26616;Agáta;Lišková;1962-06-15 00:00:00.000000;;
26617;Gustáv;Cíger;963-04-09 00:00:00.000000;;
26618;Belo;Ondrušek;1990-07-21 00:00:00.000000;;
26619;Linda;Bukovská;997-03-09 00:00:00.000000;;
26620;Viktor;Šimovič;1994-05-29 00:00:00.000000;;
26621;Ján;Bernolák;1987-12-21 00:00:00.000000;;
26622;Sláva;Jalovecová;1975-01-13 00:00:00.000000;;
26623;Branislava;Bezáková;997-05-04 00:00:00.000000;;
26624;Dobroslav;Slašťan;998-12-02 00:00:00.000000;;
26625;Servác;Kuruc;1970-07-18 00:00:00.000000;;
26626;Simona;Hrmová;1995-06-25 00:00:00.000000;;
26627;Liana;Krajčovičová;1991-08-15 00:00:00.000000;;
26628;Ladislav;Valach;1976-09-12 00:00:00.000000;;
26629;Romana;Lisická;970-09-06 00:00:00.000000;;
26630;Andrej;Černík;1995-10-31 00:00:00.000000;;
26631;Hugo;Ihnačák;1974-04-26 00:00:00.000000;;
26632;Hermína;Jakubčeková;1960-09-25 00:00:00.000000;;
26633;Slavomír;Ďurčo;1967-01-30 00:00:00.000000;;
26634;Jearoslava;Klimová;991-03-04 00:00:00.000000;;
26635;Alexandra;Krajčovičová;1979-12-13 00:00:00.000000;;
26636;Marcel;Hošťák;1970-10-27 00:00:00.000000;;
26637;Klára;Bednáriková;963-12-05 00:00:00.000000;;
26638;Mikuláš;Tatarka;978-05-07 00:00:00.000000;;
26639;Miriama;Hrmová;961-07-08 00:00:00.000000;;
26640;Irma;Urblíková;1982-02-20 00:00:00.000000;;
26641;Ľubor;Ondruš;1964-02-28 00:00:00.000000;;
26642;Ida;Baňová;1997-09-30 00:00:00.000000;;
26643;Metod;Hanak;963-02-05 00:00:00.000000;;
26644;Kamil;Hanusek;1987-09-25 00:00:00.000000;;
26645;Karolína;Cibulová;1971-02-23 00:00:00.000000;;
26646;Bonifác;Grznár;1996-01-24 00:00:00.000000;;
26647;Adriána;Vydarená;985-11-09 00:00:00.000000;;
26648;Adrián;Valach;1971-04-18 00:00:00.000000;;
26649;Oldrich;Kubec;981-09-09 00:00:00.000000;;
26650;Zdenko;Borič;993-03-04 00:00:00.000000;;
26651;Daniel;Mikuš;995-11-07 00:00:00.000000;;
26652;Milan;Dudek;991-05-01 00:00:00.000000;;
26653;Roland;Richtár;1973-12-21 00:00:00.000000;;
26654;Adrián;Lisický;964-11-03 00:00:00.000000;;
26655;Mikuláš;Železník;973-08-07 00:00:00.000000;;
26656;Miloš;Cigáň;986-09-05 00:00:00.000000;;
26657;Roland;Vanek;1963-03-19 00:00:00.000000;;
26658;Štefánia;Tomeková;1989-01-29 00:00:00.000000;;
26659;Tatiana;Poláková;1999-04-16 00:00:00.000000;;
26660;Július;Kollár;959-05-07 00:00:00.000000;;
26661;Tatiana;Heretiková;975-04-01 00:00:00.000000;;
26662;Albín;Hlaváč;998-05-04 00:00:00.000000;;
26663;Ľubica;Trubenová;1959-11-24 00:00:00.000000;;
26664;Svetlana;Arpášová;1982-02-11 00:00:00.000000;;
26665;Daniel;Plekanec;1998-07-30 00:00:00.000000;;
26666;Hilda;Gálová;1994-11-19 00:00:00.000000;;
26667;Anastázia;Kramárová;1968-11-30 00:00:00.000000;;
26668;Richard;Habuša;959-05-06 00:00:00.000000;;
26669;Maximilián;Urblík;991-04-09 00:00:00.000000;;
26670;Matilda;Nižanská;1994-12-12 00:00:00.000000;;
26671;Malvína;Chalupková;995-07-04 00:00:00.000000;;
26672;Helena;Lukáčová;976-09-04 00:00:00.000000;;
26673;Jolana;Ťapáková;1989-11-25 00:00:00.000000;;
26674;Monika;Ondrášeková;999-02-09 00:00:00.000000;;
26675;Vavrinec;Chalupka;1997-06-17 00:00:00.000000;;
26676;Zlatica;Blažejová;965-01-04 00:00:00.000000;;
26677;Martina;Fabianová;1979-05-26 00:00:00.000000;;
26678;Jana;Fabianová;1966-05-12 00:00:00.000000;;
26679;Pravoslav;Kučera;1974-09-17 00:00:00.000000;;
26680;Bartolomej;Doležal;1996-09-17 00:00:00.000000;;
26681;Miroslava;Fabušová;985-09-04 00:00:00.000000;;
26682;Žaneta;Grznárová;1960-07-24 00:00:00.000000;;
26683;Ján;Klepač;1998-02-23 00:00:00.000000;;
26684;Paulína;Koubová;995-03-02 00:00:00.000000;;
26685;Dorota;Hrušovská;1960-03-16 00:00:00.000000;;
26686;Bohumila;Nemecová;1988-05-15 00:00:00.000000;;
26687;Alžbeta;Kyseľová;1982-03-13 00:00:00.000000;;
26688;Viliam;Laco;993-04-07 00:00:00.000000;;
26689;Denisa;Maďaičová;1974-05-21 00:00:00.000000;;
26690;Miloš;Bača;1969-01-13 00:00:00.000000;;
26691;Alfonz;Matiaško;1989-02-27 00:00:00.000000;;
26692;Vilma;Andrášiková;998-04-04 00:00:00.000000;;
26693;Eleonóra;Holúbeková;1964-02-24 00:00:00.000000;;
26694;Alan;Borič;1998-08-18 00:00:00.000000;;
26695;Drahomír;Klimo;1967-11-23 00:00:00.000000;;
26696;Drahoslava;Holičová;1979-03-16 00:00:00.000000;;
26697;Gabriel;Hanak;1968-02-28 00:00:00.000000;;
26698;Dalibor;Baša;1960-09-24 00:00:00.000000;;
26699;Urban;Bondra;1972-03-23 00:00:00.000000;;
26700;Ema;Šimovičová;1986-09-30 00:00:00.000000;;
26701;Patrik;Hudáček;1991-08-26 00:00:00.000000;;
26702;Vavrinec;Turčok;1982-11-30 00:00:00.000000;;
26703;Stätopluk;Hudáček;1968-05-27 00:00:00.000000;;
26704;Ignác;Kyseľ;1968-05-27 00:00:00.000000;;
26705;Dagmara;Ďurkovičová;1964-12-26 00:00:00.000000;;
26706;Vladimír;Beran;993-09-05 00:00:00.000000;;
26707;Servác;Valach;1984-12-17 00:00:00.000000;;
26708;Daniel;Ftáčin;1975-12-21 00:00:00.000000;;
26709;Agnesa;Vlhová;960-09-06 00:00:00.000000;;
26710;Agnesa;Haláková;1973-03-22 00:00:00.000000;;
26711;Roland;Kotulič;978-05-07 00:00:00.000000;;
26712;Ľubica;Bezáková;1962-04-29 00:00:00.000000;;
26713;Marcela;Jurášová;999-04-02 00:00:00.000000;;
26714;Richard;Bartovič;1972-10-15 00:00:00.000000;;
26715;Krištof;Hudáček;1978-11-23 00:00:00.000000;;
26716;Bohumír;Cíger;1963-11-23 00:00:00.000000;;
26717;Adrián;Vlk;998-08-02 00:00:00.000000;;
26718;Alžbeta;Višňovská;981-05-07 00:00:00.000000;;
26719;Alojz;Murín;1998-01-14 00:00:00.000000;;
26720;Vlastislav;Kocúr;1965-08-28 00:00:00.000000;;
26721;Miloslav;Dano;1979-03-27 00:00:00.000000;;
26722;Ľuboslava;Uramová;1974-12-24 00:00:00.000000;;
26723;Daniel;Andrášik;980-04-05 00:00:00.000000;;
26724;Bohuš;Beňuš;985-06-02 00:00:00.000000;;
26725;Matej;Beňuš;1970-09-16 00:00:00.000000;;
26726;Stela;Fabianová;1999-05-16 00:00:00.000000;;
26727;Daniel;Timko;975-09-02 00:00:00.000000;;
26728;Bonifác;Lukáč;973-08-02 00:00:00.000000;;
26729;Vlasta;Bíleková;993-11-04 00:00:00.000000;;
26730;Marek;Smrek;962-03-01 00:00:00.000000;;
26731;Beňadik;Bašek;1994-12-23 00:00:00.000000;;
26732;Dezider;Čapka;1980-10-14 00:00:00.000000;;
26733;Stätopluk;Farkašovský;1985-06-21 00:00:00.000000;;
26734;Augustín;Baláž;1964-08-27 00:00:00.000000;;
26735;Ľubica;Fabušová;1959-12-15 00:00:00.000000;;
26736;Zlatica;Tomášeková;1995-12-22 00:00:00.000000;;
26737;Maximilián;Anderla;978-02-05 00:00:00.000000;;
26738;Radúz;Kubec;969-11-06 00:00:00.000000;;
26739;Hortenzia;Vajdová;999-08-06 00:00:00.000000;;
26740;Eleonóra;Grznárová;974-05-09 00:00:00.000000;;
26741;Boleslav;Borík;1961-10-21 00:00:00.000000;;
26742;Dávid;Mamojka;1969-12-22 00:00:00.000000;;
26743;Metod;Romančík;1994-10-29 00:00:00.000000;;
26744;Anežka;Bašová;994-04-05 00:00:00.000000;;
26745;Vlastislav;Baláž;1982-09-22 00:00:00.000000;;
26746;Stanislava;Havranová;985-09-04 00:00:00.000000;;
26747;Ľudomil;Franek;975-12-01 00:00:00.000000;;
26748;Vladimír;Holub;1990-09-28 00:00:00.000000;;
26749;Irma;Slašťanová;980-04-08 00:00:00.000000;;
26750;Eugen;Franek;1984-06-24 00:00:00.000000;;
26751;Erik;Záborský;1994-03-23 00:00:00.000000;;
26752;Peter;Laco;1975-07-28 00:00:00.000000;;
26753;Boris;Bednárik;1995-03-20 00:00:00.000000;;
26754;Alfonz;Jakubec;997-11-07 00:00:00.000000;;
26755;Eliška;Jakubecová;1963-02-16 00:00:00.000000;;
26756;Alojzia;Baranová;1961-06-18 00:00:00.000000;;
26757;Milota;Franeková;1979-01-24 00:00:00.000000;;
26758;Severín;Sklenica;987-01-01 00:00:00.000000;;
26759;Matúš;Ondrášek;1973-03-29 00:00:00.000000;;
26760;Eduard;Vašek;982-08-05 00:00:00.000000;;
26761;Zoja;Janáková;973-02-01 00:00:00.000000;;
26762;Adela;Hricová;1984-07-23 00:00:00.000000;;
26763;Denisa;Nižanská;977-01-03 00:00:00.000000;;
26764;Gizela;Gašparovičová;1972-04-19 00:00:00.000000;;
26765;Kristián;Danko;968-04-05 00:00:00.000000;;
26766;Anabela;Kazíková;998-08-06 00:00:00.000000;;
26767;Denis;Hablák;1980-05-15 00:00:00.000000;;
26768;Olympia;Markovičová;1989-06-11 00:00:00.000000;;
26769;Nora;Kiseľová;979-05-06 00:00:00.000000;;
26770;Timotej;Holub;1994-03-19 00:00:00.000000;;
26771;Roman;Vydarený;1984-09-25 00:00:00.000000;;
26772;Miloš;Macko;1995-09-14 00:00:00.000000;;
26773;Matej;Cigánik;1996-12-17 00:00:00.000000;;
26774;Miloš;Kocúr;1973-05-14 00:00:00.000000;;
26775;Severín;Borík;961-05-09 00:00:00.000000;;
26776;Dušana;Kráľová;981-04-05 00:00:00.000000;;
26777;Jaroslav;Kouba;1988-04-12 00:00:00.000000;;
26778;Izabela;Dudová;989-02-05 00:00:00.000000;;
26779;Drahoslav;Beňuš;1963-08-29 00:00:00.000000;;
26780;Valér;Bartovič;1971-01-13 00:00:00.000000;;
26781;Irma;Pavlíčeková;1982-07-27 00:00:00.000000;;
26782;René;Kuruc;975-03-06 00:00:00.000000;;
26783;Xénia;Kramárová;970-03-05 00:00:00.000000;;
26784;Vieroslava;Makovická;1991-05-17 00:00:00.000000;;
26785;Ľuboslava;Šimovičová;1996-06-26 00:00:00.000000;;
26786;Marta;Zubeková;1970-02-10 00:00:00.000000;;
26787;Nikola;Tatarková;968-03-06 00:00:00.000000;;
26788;Marta;Bernardová;978-04-07 00:00:00.000000;;
26789;Lesana;Konrádová;960-03-08 00:00:00.000000;;
26790;Dušan;Kuruc;1967-10-10 00:00:00.000000;;
26791;Elena;Machová;1996-04-23 00:00:00.000000;;
26792;Romana;Palková;1985-02-20 00:00:00.000000;;
26793;Izabela;Šoltésová;1983-10-27 00:00:00.000000;;
26794;Alžbeta;Durdíková;1990-08-27 00:00:00.000000;;
26795;Vladimír;Pauko;1979-06-19 00:00:00.000000;;
26796;Štefánia;Adamová;1999-01-15 00:00:00.000000;;
26797;Teodor;Kučera;1975-11-27 00:00:00.000000;;
26798;Ernest;Chalupka;1973-07-17 00:00:00.000000;;
26799;Natália;Antalová;976-02-01 00:00:00.000000;;
26800;Sláva;Čapkovičová;970-02-02 00:00:00.000000;;
26801;Blahoslav;Huba;992-12-09 00:00:00.000000;;
26802;Severín;Jakubec;998-09-02 00:00:00.000000;;
26803;Ivica;Babková;1980-01-26 00:00:00.000000;;
26804;Milica;Almášiová;1971-02-21 00:00:00.000000;;
26805;Margita;Baňová;1981-05-30 00:00:00.000000;;
26806;Miloslava;Čapkovičová;1973-10-13 00:00:00.000000;;
26807;Brigita;Dusíková;1995-12-29 00:00:00.000000;;
26808;Zoltán;Kiseľ;970-10-02 00:00:00.000000;;
26809;Izidor;Hric;1998-02-16 00:00:00.000000;;
26810;Júlia;Krištofová;1973-03-17 00:00:00.000000;;
26811;Filoména;Dočolomanská;1989-08-14 00:00:00.000000;;
26812;Kamil;Rybár;1975-12-18 00:00:00.000000;;
26813;Bohdana;Čekovská;961-04-03 00:00:00.000000;;
26814;Radovan;András;1978-06-29 00:00:00.000000;;
26815;Timotej;Kouba;1989-07-29 00:00:00.000000;;
